0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:22:33 +0530] "GET / HTTP/1.1" 404 275
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:22:34 +0530] "GET /favicon.ico HTTP/1.1" 404 111
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:23:00 +0530] "POST /api/login HTTP/1.1" 202 170
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:23:00 +0530] "GET /api/getTotalSalesCount/1 HTTP/1.1" 401 28
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:23:00 +0530] "GET /api/getSalesByDate?godownId=1&date=2024-03-25 HTTP/1.1" 401 28
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:23:00 +0530] "GET /api/getTopSellingProducts/1 HTTP/1.1" 401 28
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:23:04 +0530] "GET /api/getAllPurchaseOrders HTTP/1.1" 401 28
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:23:07 +0530] "GET /api/getGodownHead/2 HTTP/1.1" 401 28
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:37:31 +0530] "GET /api/getAllPurchaseOrders HTTP/1.1" 401 28
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:37:33 +0530] "GET /api/getGodownHead/2 HTTP/1.1" 401 28
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:39:44 +0530] "GET /api/getAllPurchaseOrders HTTP/1.1" 401 28
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:39:44 +0530] "GET /api/getGodownHead/2 HTTP/1.1" 401 28
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:41:36 +0530] "GET /api/getCapacity/1 HTTP/1.1" 200 55
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:41:43 +0530] "GET /api/getCapacity/1 HTTP/1.1" 200 55
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:41:43 +0530] "GET /api/getAllGodown HTTP/1.1" 200 824
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:44:12 +0530] "GET /api/getSalesByWeek?godownId=1 HTTP/1.1" 401 28
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:44:51 +0530] "GET /api/getOrderQuantityByWeek?godownId=1 HTTP/1.1" 401 28
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:45:36 +0530] "GET /api/getSalesByWeek?godownId=1 HTTP/1.1" 200 1772
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:45:57 +0530] "GET /api/getOrderQuantityByWeek?godownId=1 HTTP/1.1" 200 1929
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:48:38 +0530] "GET /api/getCapacity/1 HTTP/1.1" 200 55
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:48:38 +0530] "GET /api/getOrderQuantityByWeek?godownId=1 HTTP/1.1" 200 1929
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:48:38 +0530] "GET /api/getAllGodown HTTP/1.1" 200 824
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:53:14 +0530] "GET /api/getCapacity/1 HTTP/1.1" 200 55
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:53:14 +0530] "GET /api/getAllGodown HTTP/1.1" 200 824
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:53:14 +0530] "GET /api/getOrderQuantityByWeek?godownId=1 HTTP/1.1" 200 1929
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:54:12 +0530] "GET /api/getCapacity/1 HTTP/1.1" 200 55
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:54:12 +0530] "GET /api/getAllGodown HTTP/1.1" 200 824
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:54:12 +0530] "GET /api/getSalesByWeek?godownId=1 HTTP/1.1" 200 1772
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:55:31 +0530] "GET /api/getCapacity/1 HTTP/1.1" 200 55
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:55:31 +0530] "GET /api/getAllGodown HTTP/1.1" 200 824
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:55:31 +0530] "GET /api/getOrderQuantityByWeek?godownId=1 HTTP/1.1" 200 1929
0:0:0:0:0:0:0:1 - - [25/Mar/2024:12:57:02 +0530] "GET /api/getAllGodown HTTP/1.1" 200 824
0:0:0:0:0:0:0:1 - - [25/Mar/2024:13:02:51 +0530] "GET /api/getOrderQuantityByWeek?godownId=1 HTTP/1.1" 200 1929
0:0:0:0:0:0:0:1 - - [25/Mar/2024:13:03:26 +0530] "GET /api/getOrderQuantityByWeek?godownId=1 HTTP/1.1" 200 1929
0:0:0:0:0:0:0:1 - - [25/Mar/2024:13:03:49 +0530] "GET /api/getOrderQuantityByWeek?godownId=1 HTTP/1.1" 200 1929
0:0:0:0:0:0:0:1 - - [25/Mar/2024:13:19:14 +0530] "GET /api/getOrderQuantityByWeek?godownId=1 HTTP/1.1" 200 1929
0:0:0:0:0:0:0:1 - - [25/Mar/2024:13:20:36 +0530] "GET /api/getOrderQuantityByWeek?godownId=1 HTTP/1.1" 200 1929
0:0:0:0:0:0:0:1 - - [25/Mar/2024:13:24:13 +0530] "GET /api/getOrderQuantityByWeek?godownId=1 HTTP/1.1" 200 1929
